match_id,season,match_date,home_team,away_team,home_pos,away_pos,hg,ag,actual,odds_away,odds_draw,odds_home,diff,gano,profit,league
12710,2025-2026,2025-11-03,Rizespor,Karagumruk,13.0,18.0,1,0,home,4.41,3.73,1.71,-5.0,True,7.1,T1
12712,2025-2026,2025-11-08,Gaziantep,Rizespor,6.0,11.0,2,2,draw,3.18,3.46,2.11,-5.0,False,-10.0,T1
12713,2025-2026,2025-11-08,Trabzonspor,Alanyaspor,3.0,9.0,1,1,draw,4.85,3.79,1.64,-6.0,False,-10.0,T1
12718,2025-2026,2025-11-09,Fenerbahce,Kayserispor,2.0,16.0,4,2,home,12.39,6.81,1.16,-14.0,True,1.5999999999999992,T1
12719,2025-2026,2025-11-09,Samsunspor,Eyupspor,5.0,17.0,1,0,home,4.32,3.64,1.74,-12.0,True,7.4,T1
12721,2025-2026,2025-11-22,Eyupspor,Karagumruk,17.0,18.0,1,1,draw,3.99,3.53,1.84,-1.0,False,-10.0,T1
12722,2025-2026,2025-11-22,Galatasaray,Genclerbirligi,1.0,14.0,3,2,home,14.19,7.48,1.15,-13.0,True,1.4999999999999991,T1
12723,2025-2026,2025-11-23,Goztep,Kocaelispor,5.0,11.0,0,0,draw,5.16,3.57,1.66,-6.0,False,-10.0,T1
12724,2025-2026,2025-11-23,Alanyaspor,Kasimpasa,8.0,15.0,1,2,away,3.93,3.53,1.85,-7.0,False,-10.0,T1
12728,2025-2026,2025-11-24,Konyaspor,Antalyaspor,10.0,14.0,0,0,draw,4.71,3.7,1.67,-4.0,False,-10.0,T1
12729,2025-2026,2025-11-28,Kocaelispor,Genclerbirligi,10.0,15.0,1,0,home,4.05,3.3,1.89,-5.0,True,8.899999999999999,T1
12730,2025-2026,2025-11-29,Rizespor,Kayserispor,11.0,17.0,0,1,away,3.66,3.64,1.88,-6.0,False,-10.0,T1
12731,2025-2026,2025-11-29,Gaziantep,Eyupspor,6.0,17.0,1,2,away,3.86,3.59,1.85,-11.0,False,-10.0,T1
12733,2025-2026,2025-11-29,Trabzonspor,Konyaspor,3.0,11.0,3,1,home,4.66,3.89,1.65,-8.0,True,6.499999999999999,T1
12737,2025-2026,2025-12-01,Samsunspor,Alanyaspor,6.0,10.0,1,1,draw,4.12,3.53,1.8,-4.0,False,-10.0,T1
12738,2025-2026,2025-12-05,Galatasaray,Samsunspor,1.0,5.0,3,2,home,5.83,4.43,1.47,-4.0,True,4.699999999999999,T1
12739,2025-2026,2025-12-06,Eyupspor,Kayserispor,15.0,16.0,1,1,draw,3.49,3.53,1.97,-1.0,False,-10.0,T1
12740,2025-2026,2025-12-06,Konyaspor,Rizespor,11.0,12.0,1,1,draw,3.43,3.44,2.02,-1.0,False,-10.0,T1
12742,2025-2026,2025-12-07,Genclerbirligi,Karagumruk,17.0,18.0,3,0,home,3.14,3.25,2.21,-1.0,True,12.1,T1
12743,2025-2026,2025-12-07,Kocaelispor,Kasimpasa,8.0,15.0,0,0,draw,4.17,3.41,1.83,-7.0,False,-10.0,T1
12745,2025-2026,2025-12-08,Alanyaspor,Antalyaspor,10.0,15.0,0,0,draw,4.75,3.7,1.67,-5.0,False,-10.0,T1
12746,2025-2026,2025-12-08,Besiktas,Gaziantep,6.0,7.0,2,2,draw,5.69,4.57,1.46,-1.0,False,-10.0,T1
12748,2025-2026,2025-12-13,Rizespor,Eyupspor,13.0,16.0,3,0,home,3.32,3.41,2.06,-3.0,True,10.600000000000001,T1
12753,2025-2026,2025-12-14,Samsunspor,Buyuksehyr,6.0,11.0,0,2,away,3.3,3.37,2.08,-5.0,False,-10.0,T1
12754,2025-2026,2025-12-14,Trabzonspor,Besiktas,2.0,5.0,3,3,draw,2.57,3.53,2.45,-3.0,False,-10.0,T1
12755,2025-2026,2025-12-15,Fenerbahce,Konyaspor,3.0,12.0,4,0,home,10.2,5.76,1.24,-9.0,True,2.4,T1
12756,2025-2026,2025-12-19,Kocaelispor,Antalyaspor,9.0,15.0,2,1,home,5.1,3.53,1.68,-6.0,True,6.799999999999999,T1
12757,2025-2026,2025-12-20,Konyaspor,Kayserispor,12.0,16.0,1,1,draw,3.73,3.54,1.89,-4.0,False,-10.0,T1
12759,2025-2026,2025-12-20,Besiktas,Rizespor,5.0,11.0,1,0,home,4.57,3.93,1.65,-6.0,True,6.499999999999999,T1
12760,2025-2026,2025-12-21,Alanyaspor,Karagumruk,10.0,18.0,2,0,home,4.78,3.74,1.66,-8.0,True,6.6,T1
12761,2025-2026,2025-12-21,Galatasaray,Kasimpasa,2.0,14.0,3,0,home,10.84,6.58,1.2,-12.0,True,1.9999999999999996,T1
12762,2025-2026,2025-12-21,Goztep,Samsunspor,4.0,6.0,2,0,home,3.15,3.18,2.23,-2.0,True,12.3,T1
12765,2025-2026,2026-01-17,Buyuksehyr,Karagumruk,7.0,18.0,2,1,home,6.05,4.23,1.47,-11.0,True,4.699999999999999,T1
12766,2025-2026,2026-01-17,Galatasaray,Gaziantep,1.0,9.0,1,1,draw,11.95,7.04,1.17,-8.0,False,-10.0,T1
12767,2025-2026,2026-01-18,Kasimpasa,Antalyaspor,14.0,15.0,0,0,draw,3.29,3.21,2.13,-1.0,False,-10.0,T1
12771,2025-2026,2026-01-19,Konyaspor,Eyupspor,13.0,17.0,1,1,draw,5.32,3.96,1.56,-4.0,False,-10.0,T1
12772,2025-2026,2026-01-19,Besiktas,Kayserispor,5.0,16.0,1,0,home,6.51,4.77,1.39,-11.0,True,3.899999999999999,T1
12773,2025-2026,2026-01-19,Goztep,Rizespor,4.0,12.0,3,1,home,3.9,3.29,1.91,-8.0,True,9.1,T1
12774,2025-2026,2026-01-23,Trabzonspor,Kasimpasa,3.0,14.0,2,1,home,5.61,4.22,1.5,-11.0,True,5.0,T1
12776,2025-2026,2026-01-24,Samsunspor,Kocaelispor,7.0,9.0,0,0,draw,3.46,3.12,2.1,-2.0,False,-10.0,T1
12778,2025-2026,2026-01-25,Gaziantep,Konyaspor,9.0,13.0,1,1,draw,2.92,3.33,2.27,-4.0,False,-10.0,T1
12781,2025-2026,2026-01-25,Fenerbahce,Goztep,2.0,4.0,1,1,draw,7.2,4.31,1.4,-2.0,False,-10.0,T1
12785,2025-2026,2026-01-31,Alanyaspor,Eyupspor,10.0,16.0,1,3,away,6.89,4.04,1.44,-6.0,False,-10.0,T1
12786,2025-2026,2026-01-31,Buyuksehyr,Rizespor,7.0,13.0,2,2,draw,3.85,3.62,1.84,-6.0,False,-10.0,T1
12787,2025-2026,2026-01-31,Besiktas,Konyaspor,5.0,14.0,2,1,home,5.29,4.34,1.51,-9.0,True,5.1,T1
12788,2025-2026,2026-01-31,Goztep,Karagumruk,4.0,18.0,2,1,home,6.95,4.13,1.43,-14.0,True,4.299999999999999,T1
12790,2025-2026,2026-02-01,Galatasaray,Kayserispor,1.0,17.0,4,0,home,14.11,7.71,1.14,-16.0,True,1.399999999999999,T1
12797,2025-2026,2026-02-08,Besiktas,Alanyaspor,5.0,10.0,2,2,draw,5.35,4.16,1.52,-5.0,False,-10.0,T1
12799,2025-2026,2026-02-09,Fenerbahce,Genclerbirligi,2.0,11.0,3,1,home,11.27,5.87,1.21,-9.0,True,2.0999999999999996,T1
12800,2025-2026,2026-02-09,Gaziantep,Kasimpasa,9.0,16.0,2,1,home,3.56,3.34,1.97,-7.0,True,9.7,T1
12802,2025-2026,2026-02-13,Galatasaray,Eyupspor,1.0,15.0,5,1,home,16.73,8.76,1.1,-14.0,True,1.0000000000000009,T1
12803,2025-2026,2026-02-14,Genclerbirligi,Rizespor,12.0,13.0,2,2,draw,2.73,3.07,2.55,-1.0,False,-10.0,T1
12804,2025-2026,2026-02-14,Alanyaspor,Konyaspor,10.0,14.0,2,1,home,3.29,3.3,2.09,-4.0,True,10.899999999999999,T1
12807,2025-2026,2026-02-15,Goztep,Kayserispor,4.0,17.0,0,0,draw,5.59,3.75,1.56,-13.0,False,-10.0,T1
12809,2025-2026,2026-02-16,Kasimpasa,Karagumruk,16.0,18.0,3,2,home,3.94,3.41,1.87,-2.0,True,8.700000000000001,T1
12818,2025-2026,2026-02-23,Fenerbahce,Kasimpasa,2.0,16.0,1,1,draw,10.05,5.66,1.23,-14.0,False,-10.0,T1
12819,2025-2026,2026-02-27,Buyuksehyr,Konyaspor,6.0,13.0,2,0,home,4.36,3.69,1.71,-7.0,True,7.1,T1
12820,2025-2026,2026-02-27,Trabzonspor,Karagumruk,3.0,18.0,3,1,home,7.01,4.35,1.4,-15.0,True,3.999999999999999,T1
12823,2025-2026,2026-02-28,Galatasaray,Alanyaspor,1.0,11.0,3,1,home,8.56,5.35,1.27,-10.0,True,2.7,T1
12824,2025-2026,2026-02-28,Goztep,Eyupspor,5.0,15.0,0,0,draw,5.51,3.8,1.55,-10.0,False,-10.0,T1
12825,2025-2026,2026-03-01,Genclerbirligi,Kayserispor,12.0,17.0,0,0,draw,3.31,3.28,2.06,-5.0,False,-10.0,T1
12827,2025-2026,2026-03-01,Samsunspor,Gaziantep,7.0,9.0,0,0,draw,4.46,3.65,1.7,-2.0,False,-10.0,T1
12830,2025-2026,2026-03-08,Gaziantep,Karagumruk,9.0,18.0,1,1,draw,3.67,3.49,1.89,-9.0,False,-10.0,T1
12831,2025-2026,2026-03-08,Rizespor,Antalyaspor,10.0,13.0,1,0,home,5.35,3.85,1.55,-3.0,True,5.5,T1
12832,2025-2026,2026-03-08,Konyaspor,Kasimpasa,14.0,16.0,1,1,draw,3.68,3.12,2.02,-2.0,False,-10.0,T1
12833,2025-2026,2026-03-08,Fenerbahce,Samsunspor,2.0,7.0,3,2,home,6.45,4.28,1.43,-5.0,True,4.299999999999999,T1
12835,2025-2026,2026-03-09,Alanyaspor,Genclerbirligi,11.0,12.0,0,0,draw,3.94,3.43,1.83,-1.0,False,-10.0,T1
12839,2025-2026,2026-03-14,Kocaelispor,Konyaspor,7.0,13.0,1,2,away,3.25,3.0,2.24,-6.0,False,-10.0,T1
12840,2025-2026,2026-03-14,Galatasaray,Buyuksehyr,1.0,5.0,3,0,home,4.6,4.17,1.57,-4.0,True,5.700000000000001,T1
12841,2025-2026,2026-03-14,Goztep,Alanyaspor,6.0,11.0,2,2,draw,3.44,3.18,2.07,-5.0,False,-10.0,T1
12842,2025-2026,2026-03-14,Trabzonspor,Rizespor,3.0,10.0,1,0,home,4.31,3.81,1.68,-7.0,True,6.799999999999999,T1
12845,2025-2026,2026-03-15,Samsunspor,Kayserispor,9.0,17.0,2,1,home,3.82,3.38,1.89,-8.0,True,8.899999999999999,T1
12846,2025-2026,2026-03-17,Fenerbahce,Gaziantep,2.0,9.0,4,1,home,9.67,5.75,1.23,-7.0,True,2.3,T1
12848,2025-2026,2026-03-18,Buyuksehyr,Antalyaspor,6.0,15.0,0,0,draw,5.74,4.21,1.47,-9.0,False,-10.0,T1
12850,2025-2026,2026-03-19,Kayserispor,Karagumruk,17.0,18.0,1,0,home,3.65,3.42,1.9,-1.0,True,9.0,T1
12851,2025-2026,2026-03-19,Besiktas,Kasimpasa,4.0,15.0,2,1,home,7.56,4.79,1.33,-11.0,True,3.3000000000000007,T1
12852,2025-2026,2026-03-19,Konyaspor,Genclerbirligi,12.0,13.0,1,0,home,4.16,3.45,1.78,-1.0,True,7.800000000000001,T1
12854,2025-2026,2026-04-04,Kasimpasa,Kayserispor,15.0,16.0,2,0,home,3.13,3.36,2.12,-1.0,True,11.200000000000001,T1
12855,2025-2026,2026-04-04,Gaziantep,Alanyaspor,9.0,10.0,1,1,draw,2.34,3.4,2.71,-1.0,False,-10.0,T1
12858,2025-2026,2026-04-05,Samsunspor,Konyaspor,7.0,12.0,2,2,draw,3.11,3.12,2.25,-5.0,False,-10.0,T1
12859,2025-2026,2026-04-05,Antalyaspor,Eyupspor,15.0,17.0,3,0,home,3.52,3.02,2.11,-2.0,True,11.099999999999998,T1
12860,2025-2026,2026-04-05,Fenerbahce,Besiktas,3.0,4.0,1,0,home,3.34,3.63,1.94,-1.0,True,9.399999999999999,T1
12864,2025-2026,2026-04-10,Besiktas,Antalyaspor,4.0,13.0,4,2,home,8.15,5.26,1.29,-9.0,True,2.9000000000000004,T1
12865,2025-2026,2026-04-11,Buyuksehyr,Genclerbirligi,6.0,15.0,3,0,home,5.22,3.85,1.57,-9.0,True,5.700000000000001,T1
12868,2025-2026,2026-04-12,Konyaspor,Karagumruk,12.0,18.0,3,0,home,4.98,3.61,1.64,-6.0,True,6.399999999999999,T1
12869,2025-2026,2026-04-12,Goztep,Kasimpasa,6.0,14.0,3,3,draw,4.02,3.34,1.85,-8.0,False,-10.0,T1
12870,2025-2026,2026-04-12,Galatasaray,Kocaelispor,1.0,9.0,1,1,draw,11.29,5.8,1.21,-8.0,False,-10.0,T1
12874,2025-2026,2026-04-17,Fenerbahce,Rizespor,2.0,9.0,2,2,draw,7.75,5.12,1.31,-7.0,False,-10.0,T1
12880,2025-2026,2026-04-19,Trabzonspor,Buyuksehyr,3.0,6.0,1,1,draw,3.49,3.61,1.89,-3.0,False,-10.0,T1
12881,2025-2026,2026-04-20,Gaziantep,Kayserispor,11.0,17.0,3,0,home,3.1,3.39,2.11,-6.0,True,11.099999999999998,T1
12882,2025-2026,2026-04-24,Buyuksehyr,Kasimpasa,5.0,13.0,4,0,home,4.51,3.76,1.67,-8.0,True,6.699999999999999,T1
12885,2025-2026,2026-04-25,Goztep,Antalyaspor,6.0,14.0,2,0,home,4.74,3.6,1.66,-8.0,True,6.6,T1
12887,2025-2026,2026-04-26,Galatasaray,Fenerbahce,1.0,2.0,3,0,home,2.98,3.25,2.22,-1.0,True,12.200000000000003,T1
12889,2025-2026,2026-04-27,Besiktas,Karagumruk,4.0,18.0,0,0,draw,8.14,5.1,1.3,-14.0,False,-10.0,T1
12893,2025-2026,2026-05-02,Fenerbahce,Buyuksehyr,2.0,5.0,3,1,home,4.57,4.04,1.6,-3.0,True,6.000000000000001,T1
12895,2025-2026,2026-05-02,Trabzonspor,Goztep,3.0,6.0,1,1,draw,4.06,3.63,1.76,-3.0,False,-10.0,T1
12900,2025-2026,2026-05-09,Alanyaspor,Kayserispor,12.0,17.0,3,1,home,2.93,3.47,2.18,-5.0,True,11.8,T1
12902,2025-2026,2026-05-09,Buyuksehyr,Samsunspor,6.0,7.0,3,0,home,3.68,3.58,1.87,-1.0,True,8.700000000000001,T1
12904,2025-2026,2026-05-09,Galatasaray,Antalyaspor,1.0,15.0,4,2,home,12.91,7.25,1.15,-14.0,True,1.4999999999999991,T1
12906,2025-2026,2026-05-09,Goztep,Gaziantep,6.0,12.0,2,1,home,5.77,4.09,1.49,-6.0,True,4.9,T1
12907,2025-2026,2026-05-09,Kocaelispor,Karagumruk,11.0,18.0,0,1,away,3.72,3.33,1.9,-7.0,False,-10.0,T1
12915,2025-2026,2026-05-17,Fenerbahce,Eyupspor,2.0,13.0,3,3,draw,9.53,5.9,1.23,-11.0,False,-10.0,T1
12917,2025-2026,2026-05-17,Trabzonspor,Genclerbirligi,3.0,16.0,0,3,away,2.15,3.55,2.96,-13.0,False,-10.0,T1
13909,2025-2026,2025-10-05,Levadeiakos,Panetolikos,6.0,12.0,6,0,home,5.26,3.35,1.66,-6.0,True,6.6,G1
13916,2025-2026,2025-10-19,Volos NFC,Panserraikos,6.0,12.0,2,1,home,4.51,3.64,1.68,-6.0,True,6.799999999999999,G1
13917,2025-2026,2025-10-19,Aris,Panathinaikos,6.0,7.0,1,1,draw,2.22,3.15,3.08,-1.0,False,-10.0,G1
13918,2025-2026,2025-10-19,AEK,PAOK,2.0,3.0,0,2,away,2.98,3.11,2.3,-1.0,False,-10.0,G1
13919,2025-2026,2025-10-25,Kifisia,Panetolikos,8.0,9.0,1,1,draw,4.05,3.3,1.85,-1.0,False,-10.0,G1
13920,2025-2026,2025-10-25,Panserraikos,Larisa,12.0,13.0,0,2,away,2.96,3.22,2.26,-1.0,False,-10.0,G1
13922,2025-2026,2025-10-26,Levadeiakos,Aris,5.0,6.0,1,1,draw,2.58,3.15,2.56,-1.0,False,-10.0,G1
13923,2025-2026,2025-10-26,Panathinaikos,Asteras Tripolis,8.0,14.0,2,0,home,10.06,5.57,1.23,-6.0,True,2.3,G1
13924,2025-2026,2025-10-26,PAOK,Volos NFC,1.0,6.0,3,0,home,9.25,5.19,1.27,-5.0,True,2.7,G1
13925,2025-2026,2025-10-26,Olympiakos,AEK,2.0,3.0,2,0,home,4.17,3.48,1.77,-1.0,True,7.7,G1
13927,2025-2026,2025-11-01,Atromitos,Kifisia,8.0,9.0,1,2,away,3.16,3.12,2.2,-1.0,False,-10.0,G1
13928,2025-2026,2025-11-01,Olympiakos,Aris,2.0,8.0,2,1,home,9.56,4.72,1.29,-6.0,True,2.9000000000000004,G1
13931,2025-2026,2025-11-02,AEK,Panetolikos,3.0,10.0,1,0,home,12.41,6.13,1.18,-7.0,True,1.7999999999999994,G1
13933,2025-2026,2025-11-08,Panetolikos,Larisa,10.0,11.0,3,0,home,3.21,3.13,2.18,-1.0,True,11.8,G1
13934,2025-2026,2025-11-09,Aris,Asteras Tripolis,8.0,12.0,0,0,draw,4.71,3.5,1.69,-4.0,False,-10.0,G1
13936,2025-2026,2025-11-09,Levadeiakos,Panserraikos,4.0,14.0,5,2,home,7.08,4.35,1.4,-10.0,True,3.999999999999999,G1
13941,2025-2026,2025-11-22,Olympiakos,Atromitos,1.0,10.0,3,0,home,16.5,7.02,1.13,-9.0,True,1.299999999999999,G1
13943,2025-2026,2025-11-23,PAOK,Kifisia,2.0,8.0,3,0,home,11.92,5.99,1.19,-6.0,True,1.8999999999999995,G1
13944,2025-2026,2025-11-23,AEK,Aris,3.0,7.0,1,0,home,6.83,4.03,1.44,-4.0,True,4.3999999999999995,G1
13946,2025-2026,2025-11-24,Larisa,OFI Crete,12.0,13.0,1,2,away,2.98,3.23,2.24,-1.0,False,-10.0,G1
13948,2025-2026,2025-11-29,Aris,Larisa,7.0,13.0,2,1,home,5.53,3.72,1.56,-6.0,True,5.6000000000000005,G1
13949,2025-2026,2025-11-29,Kifisia,Panserraikos,8.0,14.0,3,0,home,5.55,3.95,1.52,-6.0,True,5.2,G1
13950,2025-2026,2025-11-30,Atromitos,Asteras Tripolis,10.0,12.0,0,1,away,3.3,3.1,2.15,-2.0,False,-10.0,G1
13954,2025-2026,2025-12-06,Olympiakos,OFI Crete,1.0,12.0,3,0,home,16.34,7.95,1.11,-11.0,True,1.100000000000001,G1
13955,2025-2026,2025-12-06,Volos NFC,Kifisia,5.0,8.0,1,1,draw,3.45,3.19,2.06,-3.0,False,-10.0,G1
13958,2025-2026,2025-12-07,PAOK,Aris,2.0,8.0,3,1,home,6.28,3.96,1.47,-6.0,True,4.699999999999999,G1
13959,2025-2026,2025-12-07,AEK,Atromitos,3.0,11.0,4,1,home,10.75,5.23,1.24,-8.0,True,2.4,G1
13961,2025-2026,2025-12-13,Levadeiakos,Larisa,4.0,13.0,3,0,home,7.31,4.41,1.37,-9.0,True,3.700000000000001,G1
13962,2025-2026,2025-12-13,OFI Crete,Panserraikos,12.0,14.0,3,0,home,3.87,3.37,1.86,-2.0,True,8.600000000000001,G1
13963,2025-2026,2025-12-13,Kifisia,Asteras Tripolis,7.0,10.0,0,0,draw,3.53,3.24,1.99,-3.0,False,-10.0,G1
13969,2025-2026,2025-12-20,Volos NFC,Panetolikos,6.0,9.0,1,0,home,4.0,3.21,1.89,-3.0,True,8.899999999999999,G1
13970,2025-2026,2025-12-20,Olympiakos,Kifisia,1.0,8.0,1,1,draw,16.38,7.49,1.12,-7.0,False,-10.0,G1
13972,2025-2026,2025-12-21,PAOK,Panathinaikos,3.0,6.0,2,0,home,3.6,3.26,1.96,-3.0,True,9.6,G1
13973,2025-2026,2025-12-21,AEK,OFI Crete,3.0,12.0,2,1,home,14.16,6.7,1.15,-9.0,True,1.4999999999999991,G1
13975,2025-2026,2026-01-10,Kifisia,Larisa,8.0,13.0,1,1,draw,4.99,3.71,1.61,-5.0,False,-10.0,G1
13978,2025-2026,2026-01-11,Levadeiakos,Volos NFC,4.0,5.0,3,1,home,5.0,3.65,1.62,-1.0,True,6.200000000000001,G1
13981,2025-2026,2026-01-11,Panathinaikos,Panserraikos,6.0,14.0,3,0,home,16.88,7.57,1.11,-8.0,True,1.100000000000001,G1
13984,2025-2026,2026-01-18,PAOK,OFI Crete,2.0,9.0,3,0,home,15.44,7.5,1.12,-7.0,True,1.200000000000001,G1
13985,2025-2026,2026-01-18,AEK,Panathinaikos,3.0,5.0,4,0,home,3.6,3.25,1.97,-2.0,True,9.7,G1
13987,2025-2026,2026-01-19,Volos NFC,Atromitos,6.0,12.0,0,3,away,3.54,3.12,2.03,-6.0,False,-10.0,G1
13988,2025-2026,2026-01-24,Olympiakos,Volos NFC,3.0,6.0,1,0,home,16.0,6.82,1.14,-3.0,True,1.399999999999999,G1
13990,2025-2026,2026-01-24,Larisa,Panserraikos,13.0,14.0,1,0,home,4.78,3.23,1.75,-1.0,True,7.5,G1
13992,2025-2026,2026-01-25,OFI Crete,Panetolikos,11.0,12.0,1,0,home,3.7,3.21,1.97,-1.0,True,9.7,G1
13996,2025-2026,2026-01-31,Volos NFC,Larisa,7.0,11.0,0,2,away,3.56,3.13,2.05,-4.0,False,-10.0,G1
13997,2025-2026,2026-02-01,Levadeiakos,Asteras Tripolis,4.0,13.0,3,1,home,5.73,3.7,1.55,-9.0,True,5.5,G1
13998,2025-2026,2026-02-01,Panathinaikos,Kifisia,5.0,9.0,3,0,home,8.58,4.74,1.32,-4.0,True,3.2000000000000006,G1
13999,2025-2026,2026-02-01,PAOK,Panserraikos,3.0,14.0,4,1,home,25.64,10.61,1.05,-11.0,True,0.5000000000000004,G1
14000,2025-2026,2026-02-01,AEK,Olympiakos,2.0,3.0,1,1,draw,2.62,3.05,2.62,-1.0,False,-10.0,G1
14002,2025-2026,2026-02-07,Larisa,Panetolikos,10.0,12.0,1,4,away,4.64,3.31,1.75,-2.0,False,-10.0,G1
14004,2025-2026,2026-02-07,Kifisia,Atromitos,9.0,12.0,0,1,away,2.93,3.03,2.4,-3.0,False,-10.0,G1
14008,2025-2026,2026-02-08,Olympiakos,Panathinaikos,2.0,5.0,0,1,away,5.98,3.81,1.51,-3.0,False,-10.0,G1
14009,2025-2026,2026-02-14,Panetolikos,Asteras Tripolis,12.0,13.0,3,1,home,2.19,3.01,3.29,-1.0,True,22.9,G1
14014,2025-2026,2026-02-15,Panathinaikos,Larisa,5.0,12.0,1,1,draw,8.93,4.58,1.31,-7.0,False,-10.0,G1
14015,2025-2026,2026-02-16,Atromitos,Panserraikos,10.0,14.0,2,2,draw,6.77,3.92,1.45,-4.0,False,-10.0,G1
14017,2025-2026,2026-02-21,Olympiakos,Panetolikos,2.0,10.0,2,0,home,20.12,8.16,1.09,-8.0,True,0.9000000000000008,G1
14021,2025-2026,2026-02-22,Aris,Kifisia,6.0,12.0,1,1,draw,4.71,3.35,1.73,-6.0,False,-10.0,G1
14022,2025-2026,2026-02-22,AEK,Levadeiakos,2.0,4.0,4,0,home,7.23,4.21,1.4,-2.0,True,3.999999999999999,G1
14023,2025-2026,2026-02-28,OFI Crete,Larisa,8.0,11.0,3,0,home,2.8,2.99,2.48,-3.0,True,14.8,G1
14024,2025-2026,2026-02-28,Atromitos,Panetolikos,9.0,11.0,1,0,home,4.0,3.07,1.93,-2.0,True,9.299999999999999,G1
14028,2025-2026,2026-03-01,PAOK,Asteras Tripolis,3.0,13.0,2,0,home,9.97,5.14,1.24,-10.0,True,2.4,G1
14029,2025-2026,2026-03-01,Panathinaikos,Aris,5.0,6.0,3,1,home,4.34,3.1,1.83,-1.0,True,8.3,G1
14030,2025-2026,2026-03-04,Panathinaikos,OFI Crete,5.0,7.0,4,1,home,7.25,4.27,1.38,-2.0,True,3.799999999999999,G1
14032,2025-2026,2026-03-07,Aris,Atromitos,6.0,8.0,0,0,draw,4.0,3.14,1.91,-2.0,False,-10.0,G1
14033,2025-2026,2026-03-07,AEK,Larisa,3.0,12.0,1,0,home,11.62,5.54,1.21,-9.0,True,2.0999999999999996,G1
14034,2025-2026,2026-03-08,Asteras Tripolis,Panserraikos,13.0,14.0,0,1,away,6.4,3.77,1.48,-1.0,False,-10.0,G1
14041,2025-2026,2026-03-14,Larisa,Asteras Tripolis,12.0,13.0,1,1,draw,3.06,2.98,2.31,-1.0,False,-10.0,G1
14043,2025-2026,2026-03-15,PAOK,Levadeiakos,3.0,5.0,3,0,home,8.43,4.77,1.3,-2.0,True,3.0000000000000004,G1
14045,2025-2026,2026-03-15,Panathinaikos,Panetolikos,4.0,11.0,0,0,draw,9.32,4.79,1.29,-7.0,False,-10.0,G1
14046,2025-2026,2026-03-22,AEK,Kifisia,3.0,10.0,3,0,home,14.67,6.43,1.15,-7.0,True,1.4999999999999991,G1
14047,2025-2026,2026-03-22,Aris,OFI Crete,6.0,8.0,0,2,away,5.32,3.63,1.58,-2.0,False,-10.0,G1
14049,2025-2026,2026-03-22,Levadeiakos,Atromitos,5.0,8.0,1,0,home,3.47,3.18,2.03,-3.0,True,10.299999999999997,G1
14050,2025-2026,2026-03-22,Olympiakos,Larisa,3.0,12.0,0,0,draw,13.64,5.86,1.18,-9.0,False,-10.0,G1
14051,2025-2026,2026-03-22,Panetolikos,Panserraikos,11.0,14.0,0,0,draw,4.16,3.21,1.84,-3.0,False,-10.0,G1
14053,2025-2026,2026-04-04,Kifisia,Panserraikos,10.0,14.0,1,2,away,5.07,3.71,1.59,-4.0,False,-10.0,G1
14056,2025-2026,2026-04-05,Levadeiakos,Aris,5.0,9.0,1,1,draw,2.95,3.08,2.32,-4.0,False,-10.0,G1
14058,2025-2026,2026-04-05,PAOK,Panathinaikos,3.0,4.0,0,0,draw,4.83,3.45,1.67,-1.0,False,-10.0,G1
14062,2025-2026,2026-04-08,Atromitos,Kifisia,9.0,11.0,0,0,draw,3.52,3.29,1.98,-2.0,False,-10.0,G1
14063,2025-2026,2026-04-18,Kifisia,Asteras Tripolis,11.0,13.0,0,0,draw,3.76,3.18,1.95,-2.0,False,-10.0,G1
14064,2025-2026,2026-04-18,Atromitos,Larisa,8.0,12.0,3,2,home,3.91,3.06,1.96,-4.0,True,9.6,G1
14067,2025-2026,2026-04-18,Panetolikos,Panserraikos,10.0,14.0,2,3,away,4.6,3.24,1.76,-4.0,False,-10.0,G1
14068,2025-2026,2026-04-19,AEK,PAOK,1.0,2.0,3,0,home,3.12,3.11,2.22,-1.0,True,12.200000000000003,G1
14073,2025-2026,2026-04-26,Kifisia,Panetolikos,10.0,11.0,0,0,draw,3.63,3.09,2.01,-1.0,False,-10.0,G1
14074,2025-2026,2026-04-26,Atromitos,Asteras Tripolis,6.0,12.0,2,1,home,3.16,2.99,2.24,-6.0,True,12.400000000000002,G1
14075,2025-2026,2026-04-26,Larisa,Panserraikos,13.0,14.0,0,1,away,4.04,3.2,1.86,-1.0,False,-10.0,G1
14077,2025-2026,2026-05-02,Panserraikos,Larisa,12.0,14.0,1,1,draw,2.51,3.03,2.71,-2.0,False,-10.0,G1
14079,2025-2026,2026-05-03,Levadeiakos,Volos NFC,5.0,10.0,5,2,home,4.59,3.55,1.67,-5.0,True,6.699999999999999,G1
14080,2025-2026,2026-05-03,OFI Crete,Aris,7.0,8.0,0,2,away,2.14,3.2,3.14,-1.0,False,-10.0,G1
14085,2025-2026,2026-05-09,Atromitos,Panetolikos,6.0,11.0,1,2,away,3.16,3.2,2.13,-5.0,False,-10.0,G1
14086,2025-2026,2026-05-10,Aris,OFI Crete,7.0,9.0,3,1,home,5.18,3.56,1.61,-2.0,True,6.100000000000001,G1
14088,2025-2026,2026-05-10,AEK,Panathinaikos,1.0,4.0,2,1,home,6.18,3.81,1.48,-3.0,True,4.8,G1
